PRS,group,prop,low_ci,high_ci
PGS000010,Total,0.082802548,0.044585987,0.127388535
PGS000011,Total,0.108280255,0.063694268,0.159235669
PGS000012,Total,0.082802548,0.044585987,0.127388535
PGS000013,Total,0.121019108,0.076433121,0.178343949
PGS000018,Total,0.114649682,0.063694268,0.165605096
PGS000019,Total,0.108280255,0.063694268,0.159235669
PGS000057,Total,0.089171975,0.044585987,0.140127389
PGS000058,Total,0.108280255,0.063694268,0.159235669
PGS000059,Total,0.127388535,0.076433121,0.184713376
PGS000200,Total,0.076433121,0.038216561,0.121019108
PGS000296,Total,0.121019108,0.076433121,0.171974522
PGS000329,Total,0.27388535,0.203821656,0.350318471
PGS000337,Total,0.25477707,0.191082803,0.331210191
PGS000349,Total,0.076433121,0.038216561,0.114649682
PGS000746,Total,0.108280255,0.063694268,0.159235669
PGS000747,Total,0.133757962,0.082802548,0.184713376
PGS000748,Total,0.108280255,0.063694268,0.159235669
PGS000749,Total,0.095541401,0.050955414,0.140127389
PGS000798,Total,0.127388535,0.076433121,0.178343949
PGS000818,Total,0.114649682,0.070063694,0.171812707
PGS000899,Total,0.133757962,0.082802548,0.191082803
PGS000962,Total,0.140127389,0.08933379,0.197452229
PGS001355,Total,0.089171975,0.050955414,0.133757962
PGS001780,Total,0.140127389,0.082802548,0.191082803
PGS001839,Total,0.197452229,0.133757962,0.261146497
PGS002048,Total,0.178343949,0.121019108,0.242038217
PGS002244,Total,0.108280255,0.057324841,0.165605096
PGS002262,Total,0.082802548,0.038216561,0.127388535
PGS002775,Total,0.095541401,0.050955414,0.140127389
PGS002776,Total,0.114649682,0.070063694,0.165605096
PGS002809,Total,0.101910828,0.057324841,0.152866242
PGS003355,Total,0.146496815,0.08933379,0.203821656
PGS003356,Total,0.248407643,0.184713376,0.312101911
PGS003438,Total,0.114649682,0.070063694,0.165605096
PGS003446,Total,0.229299363,0.165605096,0.299201242
PGS003725,Total,0.089171975,0.044585987,0.133757962
PGS003726,Total,0.089171975,0.050955414,0.133757962
PGS003727,Total,0.095541401,0.050955414,0.146496815
PGS003866,Total,0.261146497,0.197452229,0.331210191
PGS004196,Total,0.171974522,0.108442071,0.23566879
PGS004197,Total,0.23566879,0.171974522,0.299363057
PGS004198,Total,0.178343949,0.121019108,0.242038217
PGS004199,Total,0.197452229,0.133757962,0.25477707
PGS004200,Total,0.178343949,0.114649682,0.242038217
PGS004321,Total,0.101910828,0.057324841,0.152866242
PGS004443,Total,0.222929936,0.159235669,0.286624204
PGS004444,Total,0.318471338,0.242038217,0.394904459
PGS004513,Total,0.165605096,0.108280255,0.222929936
PGS004514,Total,0.21656051,0.152866242,0.286624204
PGS004595,Total,0.082802548,0.038216561,0.127388535
PGS004596,Total,0.089171975,0.050955414,0.133757962
PGS004696,Total,0.261146497,0.197452229,0.331210191
PGS004697,Total,0.261146497,0.191082803,0.331210191
PGS004698,Total,0.203821656,0.140289204,0.267515924
PGS004743,Total,0.171974522,0.114649682,0.229299363
PGS004744,Total,0.121019108,0.070063694,0.178343949
PGS004745,Total,0.140127389,0.089171975,0.197452229
PGS004746,Total,0.127388535,0.076433121,0.178343949
PGS000010,British_White,0.096774194,0.048387097,0.14516129
PGS000011,British_White,0.088709677,0.04052746,0.137096774
PGS000012,British_White,0.088709677,0.040322581,0.137096774
PGS000013,British_White,0.10483871,0.056451613,0.161290323
PGS000018,British_White,0.120967742,0.072580645,0.177419355
PGS000019,British_White,0.120967742,0.072580645,0.177419355
PGS000057,British_White,0.088709677,0.040322581,0.137096774
PGS000058,British_White,0.10483871,0.056451613,0.169354839
PGS000059,British_White,0.14516129,0.088709677,0.201612903
PGS000200,British_White,0.072580645,0.032258065,0.120967742
PGS000296,British_White,0.112903226,0.056451613,0.169354839
PGS000329,British_White,0.330645161,0.25,0.411290323
PGS000337,British_White,0.25,0.177419355,0.330645161
PGS000349,British_White,0.080645161,0.032258065,0.129032258
PGS000746,British_White,0.112903226,0.064516129,0.177419355
PGS000747,British_White,0.14516129,0.088709677,0.209677419
PGS000748,British_White,0.120967742,0.064516129,0.177419355
PGS000749,British_White,0.112903226,0.064516129,0.177419355
PGS000798,British_White,0.120967742,0.064516129,0.185483871
PGS000818,British_White,0.096774194,0.048387097,0.14516129
PGS000899,British_White,0.129032258,0.072580645,0.185483871
PGS000962,British_White,0.14516129,0.088709677,0.209677419
PGS001355,British_White,0.088709677,0.048387097,0.137096774
PGS001780,British_White,0.137096774,0.080645161,0.201612903
PGS001839,British_White,0.209677419,0.14516129,0.282258065
PGS002048,British_White,0.193548387,0.121172622,0.265924153
PGS002244,British_White,0.096774194,0.040322581,0.153225806
PGS002262,British_White,0.096774194,0.048387097,0.153225806
PGS002775,British_White,0.112903226,0.056451613,0.169354839
PGS002776,British_White,0.129032258,0.072580645,0.193548387
PGS002809,British_White,0.096774194,0.048387097,0.153225806
PGS003355,British_White,0.153225806,0.088709677,0.217741935
PGS003356,British_White,0.217741935,0.14536617,0.290322581
PGS003438,British_White,0.10483871,0.056451613,0.161290323
PGS003446,British_White,0.209677419,0.14516129,0.282258065
PGS003725,British_White,0.072580645,0.024193548,0.120967742
PGS003726,British_White,0.072580645,0.032258065,0.120967742
PGS003727,British_White,0.088709677,0.040322581,0.137096774
PGS003866,British_White,0.266129032,0.185483871,0.35463383
PGS004196,British_White,0.177419355,0.112903226,0.25
PGS004197,British_White,0.241935484,0.169354839,0.306451613
PGS004198,British_White,0.193548387,0.120967742,0.266129032
PGS004199,British_White,0.193548387,0.129032258,0.258064516
PGS004200,British_White,0.177419355,0.105043589,0.241935484
PGS004321,British_White,0.096774194,0.048387097,0.14516129
PGS004443,British_White,0.274193548,0.193548387,0.35483871
PGS004444,British_White,0.370967742,0.282258065,0.459677419
PGS004513,British_White,0.201612903,0.137096774,0.274193548
PGS004514,British_White,0.266129032,0.185483871,0.338709677
PGS004595,British_White,0.080645161,0.032258065,0.129032258
PGS004596,British_White,0.096774194,0.048387097,0.153225806
PGS004696,British_White,0.258064516,0.185483871,0.338709677
PGS004697,British_White,0.258064516,0.177419355,0.338504798
PGS004698,British_White,0.201612903,0.137096774,0.274193548
PGS004743,British_White,0.177419355,0.112903226,0.241935484
PGS004744,British_White,0.129032258,0.072580645,0.193548387
PGS004745,British_White,0.14516129,0.088709677,0.209677419
PGS004746,British_White,0.120967742,0.072580645,0.177419355
PGS000010,other,0.03030303,0,0.090909091
PGS000011,other,0.181818182,0.060606061,0.303030303
PGS000012,other,0.060606061,0,0.151515152
PGS000013,other,0.181818182,0.060606061,0.333333333
PGS000018,other,0.090909091,0,0.211351361
PGS000019,other,0.060606061,0,0.151515152
PGS000057,other,0.090909091,0,0.212121212
PGS000058,other,0.121212121,0.03030303,0.242424242
PGS000059,other,0.060606061,0,0.151515152
PGS000200,other,0.090909091,0,0.212121212
PGS000296,other,0.151515152,0.03030303,0.272727273
PGS000329,other,0.060606061,0,0.151515152
PGS000337,other,0.272727273,0.121212121,0.453775604
PGS000349,other,0.060606061,0,0.151515152
PGS000746,other,0.090909091,0,0.212121212
PGS000747,other,0.090909091,0,0.181818182
PGS000748,other,0.060606061,0,0.151515152
PGS000749,other,0.03030303,0,0.090909091
PGS000798,other,0.151515152,0.03030303,0.272727273
PGS000818,other,0.181818182,0.060606061,0.333333333
PGS000899,other,0.151515152,0.03030303,0.272727273
PGS000962,other,0.121212121,0.03030303,0.242424242
PGS001355,other,0.090909091,0,0.181818182
PGS001780,other,0.151515152,0.060606061,0.272727273
PGS001839,other,0.151515152,0.03030303,0.303030303
PGS002048,other,0.121212121,0.03030303,0.242424242
PGS002244,other,0.151515152,0.03030303,0.272727273
PGS002262,other,0.03030303,0,0.090909091
PGS002775,other,0.03030303,0,0.090909091
PGS002776,other,0.060606061,0,0.151515152
PGS002809,other,0.121212121,0.03030303,0.242424242
PGS003355,other,0.121212121,0.03030303,0.242424242
PGS003356,other,0.363636364,0.212121212,0.545454545
PGS003438,other,0.151515152,0.03030303,0.272727273
PGS003446,other,0.303030303,0.151515152,0.454545455
PGS003725,other,0.151515152,0.03030303,0.302260452
PGS003726,other,0.151515152,0.03030303,0.303030303
PGS003727,other,0.121212121,0.03030303,0.242424242
PGS003866,other,0.242424242,0.091678942,0.393939394
PGS004196,other,0.151515152,0.060606061,0.302260452
PGS004197,other,0.212121212,0.090909091,0.363636364
PGS004198,other,0.121212121,0.03030303,0.242424242
PGS004199,other,0.212121212,0.090909091,0.363636364
PGS004200,other,0.181818182,0.060606061,0.303030303
PGS004321,other,0.121212121,0.03030303,0.242424242
PGS004443,other,0.03030303,0,0.090909091
PGS004444,other,0.121212121,0.03030303,0.242424242
PGS004513,other,0.03030303,0,0.090909091
PGS004514,other,0.03030303,0,0.090909091
PGS004595,other,0.090909091,0,0.181818182
PGS004596,other,0.060606061,0,0.151515152
PGS004696,other,0.272727273,0.121212121,0.424242424
PGS004697,other,0.272727273,0.121212121,0.424242424
PGS004698,other,0.212121212,0.090909091,0.363636364
PGS004743,other,0.151515152,0.031072881,0.272727273
PGS004744,other,0.090909091,0,0.181818182
PGS004745,other,0.121212121,0.03030303,0.242424242
PGS004746,other,0.151515152,0.03030303,0.272727273
