PRS,prop,low_ci,high_ci
df1,0.0967741935483871,0.0483870967741936,0.145161290322581
df2,0.0887096774193548,0.0405274602484316,0.137096774193548
df3,0.0887096774193548,0.0403225806451613,0.137096774193548
df4,0.104838709677419,0.0564516129032258,0.161290322580645
df5,0.120967741935484,0.0725806451612903,0.17741935483871
df6,0.120967741935484,0.0725806451612903,0.17741935483871
df7,0.0887096774193548,0.0403225806451613,0.137096774193548
df8,0.104838709677419,0.0564516129032258,0.169354838709677
df9,0.145161290322581,0.0887096774193548,0.201612903225806
df10,0.0725806451612903,0.032258064516129,0.120967741935484
df11,0.112903225806452,0.0564516129032258,0.169354838709677
df12,0.330645161290323,0.25,0.411290322580645
df13,0.25,0.17741935483871,0.330645161290323
df14,0.0806451612903226,0.032258064516129,0.129032258064516
df15,0.112903225806452,0.0645161290322581,0.17741935483871
df16,0.145161290322581,0.0887096774193548,0.209677419354839
df17,0.120967741935484,0.0645161290322581,0.17741935483871
df18,0.112903225806452,0.0645161290322581,0.17741935483871
df19,0.120967741935484,0.0645161290322581,0.185483870967742
df20,0.0967741935483871,0.0483870967741936,0.145161290322581
df21,0.129032258064516,0.0725806451612903,0.185483870967742
df22,0.145161290322581,0.0887096774193548,0.209677419354839
df23,0.0887096774193548,0.0483870967741936,0.137096774193548
df24,0.137096774193548,0.0806451612903226,0.201612903225806
df25,0.209677419354839,0.145161290322581,0.282258064516129
df26,0.193548387096774,0.121172621538754,0.265924152654794
df27,0.0967741935483871,0.0403225806451613,0.153225806451613
df28,0.0967741935483871,0.0483870967741936,0.153225806451613
df29,0.112903225806452,0.0564516129032258,0.169354838709677
df30,0.129032258064516,0.0725806451612903,0.193548387096774
df31,0.0967741935483871,0.0483870967741936,0.153225806451613
df32,0.153225806451613,0.0887096774193548,0.217741935483871
df33,0.217741935483871,0.145366169925851,0.290322580645161
df34,0.104838709677419,0.0564516129032258,0.161290322580645
df35,0.209677419354839,0.145161290322581,0.282258064516129
df36,0.0725806451612903,0.0241935483870968,0.120967741935484
df37,0.0725806451612903,0.032258064516129,0.120967741935484
df38,0.0887096774193548,0.0403225806451613,0.137096774193548
df39,0.266129032258065,0.185483870967742,0.354633830074149
df40,0.17741935483871,0.112903225806452,0.25
df41,0.241935483870968,0.169354838709677,0.306451612903226
df42,0.193548387096774,0.120967741935484,0.266129032258065
df43,0.193548387096774,0.129032258064516,0.258064516129032
df44,0.17741935483871,0.10504358928069,0.241935483870968
df45,0.0967741935483871,0.0483870967741936,0.145161290322581
df46,0.274193548387097,0.193548387096774,0.354838709677419
df47,0.370967741935484,0.282258064516129,0.459677419354839
df48,0.201612903225806,0.137096774193548,0.274193548387097
df49,0.266129032258065,0.185483870967742,0.338709677419355
df50,0.0806451612903226,0.032258064516129,0.129032258064516
df51,0.0967741935483871,0.0483870967741936,0.153225806451613
df52,0.258064516129032,0.185483870967742,0.338709677419355
df53,0.258064516129032,0.17741935483871,0.338504797816085
df54,0.201612903225806,0.137096774193548,0.274193548387097
df55,0.17741935483871,0.112903225806452,0.241935483870968
df56,0.129032258064516,0.0725806451612903,0.193548387096774
df57,0.145161290322581,0.0887096774193548,0.209677419354839
df58,0.120967741935484,0.0725806451612903,0.17741935483871
