PRS,prop,low_ci,high_ci
df1,0.146341463414634,0.0487804878048781,0.268292682926829
df2,0.146341463414634,0.0487804878048781,0.268292682926829
df3,0.195121951219512,0.0975609756097561,0.341463414634146
df4,0.170731707317073,0.0494001236781835,0.292682926829268
df5,0.170731707317073,0.0731707317073171,0.292682926829268
df6,0.146341463414634,0.0487804878048781,0.268292682926829
df7,0.0487804878048781,0,0.121951219512195
df8,0.121951219512195,0.024390243902439,0.219512195121951
df9,0.121951219512195,0.024390243902439,0.24390243902439
df10,0.0731707317073171,0,0.146341463414634
df11,0.170731707317073,0.0731707317073171,0.292682926829268
df12,0.414634146341463,0.268292682926829,0.560975609756098
df13,0.365853658536585,0.219512195121951,0.51219512195122
df14,0.195121951219512,0.0731707317073171,0.317073170731707
df15,0.121951219512195,0.024390243902439,0.219512195121951
df16,0.268292682926829,0.146341463414634,0.414014510468159
df17,0.268292682926829,0.146341463414634,0.414634146341463
df18,0.292682926829268,0.170731707317073,0.439024390243902
df19,0.146341463414634,0.0487804878048781,0.268292682926829
df20,0.0975609756097561,0.024390243902439,0.195121951219512
df21,0.195121951219512,0.0737903675806225,0.341463414634146
df22,0.292682926829268,0.170731707317073,0.439024390243902
df23,0.170731707317073,0.0731707317073171,0.292682926829268
df24,0.24390243902439,0.121951219512195,0.390243902439024
df25,0.365853658536585,0.219512195121951,0.51219512195122
df26,0.341463414634146,0.195121951219512,0.487804878048781
df27,0.146341463414634,0.0487804878048781,0.24390243902439
df28,0.146341463414634,0.0487804878048781,0.24390243902439
df29,0.0975609756097561,0.024390243902439,0.195121951219512
df30,0.292682926829268,0.170731707317073,0.439024390243902
df31,0.146341463414634,0.0487804878048781,0.268292682926829
df32,0.195121951219512,0.0731707317073171,0.317073170731707
df33,0.414634146341463,0.268292682926829,0.560975609756098
df34,0.170731707317073,0.0731707317073171,0.292682926829268
df35,0.317073170731707,0.170731707317073,0.463414634146342
df36,0.24390243902439,0.0981806114830615,0.390243902439024
df37,0.24390243902439,0.121951219512195,0.390243902439024
df38,0.292682926829268,0.170731707317073,0.439024390243902
df39,0.292682926829268,0.146341463414634,0.439024390243902
df40,0.24390243902439,0.121951219512195,0.365853658536585
df41,0.390243902439024,0.24390243902439,0.536585365853659
df42,0.195121951219512,0.0975609756097561,0.317073170731707
df43,0.317073170731707,0.195121951219512,0.463414634146342
df44,0.292682926829268,0.170731707317073,0.439024390243902
df45,0.146341463414634,0.0487804878048781,0.24390243902439
df46,0.24390243902439,0.121951219512195,0.365853658536585
df47,0.292682926829268,0.170731707317073,0.439024390243902
df48,0.24390243902439,0.121951219512195,0.390243902439024
df49,0.292682926829268,0.146341463414634,0.439024390243902
df50,0.0975609756097561,0.024390243902439,0.195121951219512
df51,0.0731707317073171,0,0.170731707317073
df52,0.463414634146342,0.317073170731707,0.609756097560976
df53,0.390243902439024,0.24390243902439,0.536585365853659
df54,0.292682926829268,0.146341463414634,0.439024390243902
df55,0.341463414634146,0.195741587092818,0.487804878048781
df56,0.195121951219512,0.0731707317073171,0.317073170731707
df57,0.365853658536585,0.219512195121951,0.51219512195122
df58,0.341463414634146,0.219512195121951,0.487804878048781
