PRS,prop,low_ci,high_ci
df1,0.126909518213866,0.104612696910465,0.149236192714454
df2,0.132784958871915,0.110458284371328,0.156286721504113
df3,0.151586368977673,0.128084606345476,0.175088131609871
df4,0.203290246768508,0.176263219741481,0.229142185663925
df5,0.192714453584019,0.168037602820212,0.219741480611046
df6,0.156286721504113,0.133960047003525,0.180933719070734
df7,0.141010575793185,0.118683901292597,0.164512338425382
df8,0.216216216216216,0.189189189189189,0.243243243243243
df9,0.163337250293772,0.139835487661575,0.190334424123613
df10,0.131609870740306,0.109283196239718,0.155111633372503
df11,0.192714453584019,0.166892367885788,0.218566392479436
df12,0.175088131609871,0.14809095778003,0.199735129176492
df13,0.323149236192714,0.292626797968044,0.353701527614571
df14,0.138660399529965,0.117538666358173,0.162132308964976
df15,0.158636897767333,0.133989900200712,0.18448883666275
df16,0.169212690951821,0.143360752056404,0.195034776650052
df17,0.168037602820212,0.142185663924794,0.193889541715629
df18,0.158636897767333,0.132784958871915,0.18213866039953
df19,0.176263219741481,0.151586368977673,0.202115158636898
df20,0.165687426556992,0.141010575793185,0.192684600386833
df21,0.195064629847239,0.169212690951821,0.224411979940299
df22,0.165687426556992,0.141040428990371,0.191539365452409
df23,0.205640423031727,0.176293072938667,0.234987773124788
df24,0.215041128084606,0.18566392479436,0.243243243243243
df25,0.250293772032903,0.223266745005875,0.280846063454759
df26,0.262044653349001,0.233842538190364,0.290246768507638
df27,0.18566392479436,0.160987074030552,0.212690951821387
df28,0.143360752056404,0.118683901292597,0.168037602820212
df29,0.160987074030552,0.136310223266745,0.186839012925969
df30,0.1786133960047,0.153936545240893,0.204465334900118
df31,0.204465334900118,0.17743830787309,0.232667450058754
df32,0.223266745005875,0.193919394912815,0.251439006967326
df33,0.340775558166863,0.307902943678972,0.372502937720329
df34,0.218566392479436,0.192714453584019,0.246768507638073
df35,0.263219741480611,0.235017626321974,0.291421856639248
df36,0.239717978848414,0.209165687426557,0.270240417073084
df37,0.257344300822562,0.227967097532315,0.287896592244418
df38,0.252643948296122,0.224441833137485,0.282021151586369
df39,0.258519388954172,0.227996950729501,0.287896592244418
df40,0.239717978848414,0.211515863689777,0.27027027027027
df41,0.283196239717979,0.252643948296122,0.312573443008226
df42,0.242068155111633,0.212720805018573,0.27262044653349
df43,0.227967097532315,0.199764982373678,0.257314447625376
df44,0.278495887191539,0.247943595769683,0.307873090481786
df45,0.156286721504113,0.132784958871915,0.17978848413631
df46,0.17743830787309,0.152761457109283,0.203260393571321
df47,0.17978848413631,0.155111633372503,0.205640423031727
df48,0.171562867215041,0.146886016451234,0.197414806110458
df49,0.164512338425382,0.139835487661575,0.189189189189189
df50,0.151586368977673,0.128084606345476,0.176263219741481
df51,0.126909518213866,0.103407755581669,0.148061104582844
df52,0.351351351351351,0.318448883666275,0.385428907168038
df53,0.380728554641598,0.346680852022098,0.414806110458284
df54,0.285546415981199,0.257344300822562,0.317273795534665
df55,0.2737955346651,0.24209800830882,0.303172737955347
df56,0.220916568742656,0.191539365452409,0.247943595769683
df57,0.267920094007051,0.23739765578238,0.298472385428907
df58,0.265569917743831,0.236192714453584,0.294947121034078
