PRS,prop,low_ci,high_ci
df1,0.163578402072126,0.153422077121101,0.173939031679617
df2,0.15979278740785,0.149835705333892,0.169954174138275
df3,0.16537158796573,0.155807929866507,0.175532974696155
df4,0.217174736003188,0.206221439543894,0.22892500397075
df5,0.219964136282128,0.208418172971032,0.230922494520821
df6,0.177326160589759,0.166372864130465,0.187482485540784
df7,0.1528192867105,0.142862204636542,0.162577125907391
df8,0.216377764494919,0.204831801183824,0.228133094241881
df9,0.158597330145447,0.148451128753221,0.16955568838414
df10,0.151823072325164,0.141268261620005,0.161785216178522
df11,0.215182307232516,0.204024706116756,0.226339908348277
df12,0.407053197848177,0.393708986864078,0.421597927874079
df13,0.328352261406655,0.314803745766089,0.341497229513687
df14,0.125124526798167,0.115760111576011,0.134887427774457
df15,0.193066347878063,0.181913808541703,0.204218887214424
df16,0.177126917712692,0.1667662881052,0.187681728417851
df17,0.175732217573222,0.165575892622197,0.186491332934848
df18,0.178322374975095,0.168176173582868,0.188085275951385
df19,0.199043634190078,0.187891094853717,0.211197449691174
df20,0.180514046622833,0.171149631400677,0.190874676230325
df21,0.215580792986651,0.204622434747958,0.226937636979478
df22,0.244670253038454,0.233119227947959,0.256221278128949
df23,0.218170950388524,0.207611077903965,0.229727037258418
df24,0.215182307232516,0.203830525019089,0.225941422594142
df25,0.340904562661885,0.328556566063121,0.354448016523051
df26,0.346284120342698,0.332735604702132,0.358831359818528
df27,0.207212592149831,0.196259295690537,0.218370193265591
df28,0.148037457660889,0.139071528192867,0.157800358637179
df29,0.187288304443116,0.176927674835625,0.197449691173541
df30,0.214584578601315,0.203830525019089,0.225542936840008
df31,0.202231520223152,0.191273161984459,0.212592149830644
df32,0.221757322175732,0.211003268593506,0.233906075897429
df33,0.343494720063758,0.330548994833793,0.356838931047857
df34,0.227336122733612,0.215979278740785,0.239091452480574
df35,0.310221159593545,0.296279219978244,0.323171946602909
df36,0.274556684598526,0.261810202245628,0.287303166951424
df37,0.263996812113967,0.251449572638136,0.276549113369197
df38,0.248057381948595,0.236705599735167,0.260808926080893
df39,0.285714285714286,0.273565531992589,0.297469615461247
df40,0.2777445706316,0.265003150058101,0.290097629009763
df41,0.357840207212592,0.34469523910556,0.370193265590755
df42,0.299860529986053,0.28750747160789,0.312412831241283
df43,0.302251444510859,0.289699143255629,0.315002988643156
df44,0.330743175931461,0.318200998235029,0.343494720063758
df45,0.170551902769476,0.160789001793186,0.181709503885236
df46,0.320781032078103,0.308034549725205,0.333333333333333
df47,0.308228730822873,0.29587567244471,0.320581789201036
df48,0.303048416019127,0.290496114763897,0.315999203028492
df49,0.284120342697749,0.271174617467784,0.29587567244471
df50,0.17792388922096,0.166975654541066,0.188483761705519
df51,0.158796573022514,0.149038733825624,0.169157202630006
df52,0.363817493524607,0.350672525417574,0.377958676016974
df53,0.388922096035067,0.375373580394501,0.4026698545527
df54,0.318987846184499,0.306037059175134,0.331933571414464
df55,0.333931061964535,0.32098027495517,0.347878063359235
df56,0.262801354851564,0.251046025104603,0.274750865696193
df57,0.332735604702132,0.319386331938633,0.34548208705503
df58,0.32376967523411,0.311416616855947,0.336914643341143
