PRS,group,prop,low_ci,high_ci
PGS000057,Female,0.115071283,0.095723014,0.133401222
PGS000058,Female,0.142566191,0.119170474,0.16395112
PGS000059,Female,0.146639511,0.124236253,0.1700611
PGS000200,Female,0.104887984,0.086558045,0.122199593
PGS000296,Female,0.151731161,0.128309572,0.175152749
PGS000329,Female,0.284114053,0.256619145,0.311608961
PGS000337,Female,0.265784114,0.238289206,0.293279022
PGS000349,Female,0.103869654,0.085539715,0.122199593
PGS000746,Female,0.124236253,0.102851324,0.145595311
PGS000747,Female,0.145621181,0.123243793,0.169016899
PGS000748,Female,0.146639511,0.125254582,0.16904277
PGS000749,Female,0.135437882,0.116089613,0.157841141
PGS000798,Female,0.125254582,0.104887984,0.146639511
PGS000818,Female,0.122199593,0.101858865,0.143584521
PGS000899,Female,0.137474542,0.116089613,0.15885947
PGS000962,Female,0.16496945,0.139537072,0.187372709
PGS001355,Female,0.148676171,0.127317113,0.1700611
PGS001780,Female,0.16700611,0.143610392,0.191446029
PGS001839,Female,0.238289206,0.209801838,0.264765784
PGS002048,Female,0.235234216,0.208783508,0.260692464
PGS002244,Female,0.150712831,0.130346232,0.17107943
PGS002262,Female,0.125254582,0.105906314,0.145621181
PGS002775,Female,0.141547862,0.120162933,0.16395112
PGS002776,Female,0.152749491,0.130346232,0.175152749
PGS002809,Female,0.130346232,0.109979633,0.15170529
PGS003355,Female,0.17311609,0.150712831,0.195519348
PGS003356,Female,0.251527495,0.224032587,0.280014862
PGS003438,Female,0.148676171,0.128309572,0.17107943
PGS003446,Female,0.278004073,0.247454175,0.304454781
PGS003725,Female,0.185336049,0.16089613,0.208757637
PGS003726,Female,0.180244399,0.156848681,0.204658447
PGS003727,Female,0.16293279,0.141547862,0.185336049
PGS003866,Female,0.199592668,0.175152749,0.226043376
PGS004196,Female,0.17107943,0.147657841,0.196537678
PGS004197,Female,0.238289206,0.211812627,0.264739913
PGS004198,Female,0.196537678,0.1711053,0.221995927
PGS004199,Female,0.192464358,0.16700611,0.216878406
PGS004200,Female,0.210794297,0.185336049,0.236252546
PGS004321,Female,0.120162933,0.101832994,0.141547862
PGS004443,Female,0.231160896,0.206720978,0.257637475
PGS004444,Female,0.283095723,0.255600815,0.312627291
PGS004513,Female,0.218940937,0.191446029,0.244399185
PGS004514,Female,0.244399185,0.217922607,0.272912424
PGS004595,Female,0.120162933,0.098778004,0.140529532
PGS004596,Female,0.118126273,0.097759674,0.139511202
PGS004696,Female,0.282077393,0.255600815,0.309572301
PGS004697,Female,0.302443992,0.272938294,0.33401222
PGS004698,Female,0.262729124,0.234215886,0.290224033
PGS004743,Female,0.232179226,0.204710188,0.258655804
PGS004744,Female,0.202647658,0.17619695,0.227087576
PGS004745,Female,0.230142566,0.202673529,0.257637475
PGS004746,Female,0.231160896,0.203665988,0.258655804
