PRS,group,prop,low_ci,high_ci
PGS000018,other,0.184713376,0.143312102,0.229299363
PGS000019,other,0.146496815,0.108280255,0.184713376
PGS000057,other,0.121019108,0.085987261,0.159235669
PGS000058,other,0.127388535,0.092356688,0.165605096
PGS000059,other,0.146496815,0.111464968,0.187898089
PGS000200,other,0.127388535,0.092356688,0.165605096
PGS000296,other,0.143312102,0.105095541,0.178343949
PGS000329,other,0.146496815,0.108280255,0.187898089
PGS000337,other,0.27388535,0.223010844,0.321656051
PGS000349,other,0.101910828,0.066878981,0.136942675
PGS000746,other,0.165605096,0.127388535,0.210110175
PGS000747,other,0.140127389,0.101991736,0.178343949
PGS000748,other,0.105095541,0.073248408,0.143231194
PGS000749,other,0.101910828,0.070063694,0.136942675
PGS000798,other,0.121019108,0.085987261,0.156050955
PGS000818,other,0.133757962,0.092356688,0.171974522
PGS000899,other,0.124203822,0.089171975,0.159235669
PGS000962,other,0.121019108,0.085987261,0.156050955
PGS001355,other,0.117834395,0.079617834,0.156050955
PGS001780,other,0.159235669,0.121019108,0.200636943
PGS001839,other,0.229299363,0.184713376,0.280173869
PGS002048,other,0.203821656,0.162420382,0.248407643
PGS002244,other,0.149681529,0.108361163,0.191082803
PGS002262,other,0.121019108,0.085987261,0.156050955
PGS002775,other,0.146496815,0.108280255,0.187817181
PGS002776,other,0.130573248,0.092356688,0.168789809
PGS002809,other,0.124203822,0.085987261,0.159235669
PGS003355,other,0.181528662,0.136942675,0.219745223
PGS003356,other,0.286624204,0.235749698,0.337579618
PGS003438,other,0.133757962,0.095541401,0.171974522
PGS003446,other,0.267515924,0.219745223,0.315286624
PGS003725,other,0.162420382,0.121019108,0.200636943
PGS003726,other,0.187898089,0.146496815,0.229299363
PGS003727,other,0.178343949,0.133757962,0.219745223
PGS003866,other,0.21656051,0.171974522,0.26433121
PGS004196,other,0.136942675,0.098726115,0.178343949
PGS004197,other,0.232484076,0.184713376,0.280254777
PGS004198,other,0.162420382,0.124203822,0.203821656
PGS004199,other,0.191082803,0.149681529,0.235587882
PGS004200,other,0.191082803,0.149681529,0.232484076
PGS004321,other,0.159235669,0.121019108,0.200636943
PGS004443,other,0.124203822,0.092356688,0.162339474
PGS004444,other,0.140127389,0.101910828,0.181447755
PGS004513,other,0.111464968,0.076514029,0.146496815
PGS004514,other,0.121019108,0.085987261,0.159235669
PGS004595,other,0.101910828,0.073248408,0.136942675
PGS004596,other,0.117834395,0.082802548,0.152866242
PGS004696,other,0.308917197,0.26433121,0.356687898
PGS004697,other,0.343949045,0.296178344,0.398089172
PGS004698,other,0.24522293,0.197452229,0.296178344
PGS004743,other,0.194267516,0.149762437,0.242038217
PGS004744,other,0.162420382,0.124203822,0.203821656
PGS004745,other,0.184713376,0.143312102,0.229299363
PGS004746,other,0.207006369,0.162420382,0.251592357
