PRS,prop,low_ci,high_ci
df1,0.113034623217923,0.0916496945010183,0.133401221995927
df2,0.114052953156823,0.0957230142566191,0.134419551934827
df3,0.135437881873727,0.114078823901024,0.15679693984643
df4,0.153767820773931,0.131390432862327,0.175152749490835
df5,0.163951120162933,0.141547861507128,0.187372708757637
df6,0.116089613034623,0.0957230142566191,0.137474541751528
df7,0.115071283095723,0.0957230142566191,0.133401221995927
df8,0.142566191446029,0.119170473595525,0.163951120162933
df9,0.146639511201629,0.124236252545825,0.170061099796334
df10,0.104887983706721,0.0865580448065173,0.122199592668024
df11,0.15173116089613,0.128309572301426,0.175152749490835
df12,0.284114052953157,0.256619144602851,0.311608961303462
df13,0.265784114052953,0.238289205702648,0.293279022403259
df14,0.103869653767821,0.0855397148676171,0.122199592668024
df15,0.124236252545825,0.102851323828921,0.145595310518528
df16,0.145621181262729,0.123243793351126,0.169016899113233
df17,0.146639511201629,0.125254582484725,0.169042769857434
df18,0.135437881873727,0.116089613034623,0.157841140529532
df19,0.125254582484725,0.104887983706721,0.146639511201629
df20,0.122199592668024,0.101858864634222,0.143584521384929
df21,0.137474541751528,0.116089613034623,0.158859470468432
df22,0.164969450101833,0.139537072373529,0.187372708757637
df23,0.14867617107943,0.127317113106727,0.170061099796334
df24,0.167006109979633,0.14361039212913,0.191446028513238
df25,0.238289205702648,0.209801838157643,0.264765784114053
df26,0.235234215885947,0.208783508218743,0.260692464358452
df27,0.15071283095723,0.130346232179226,0.171079429735234
df28,0.125254582484725,0.105906313645621,0.145621181262729
df29,0.141547861507128,0.120162932790224,0.163951120162933
df30,0.152749490835031,0.130346232179226,0.175152749490835
df31,0.130346232179226,0.109979633401222,0.151705290151929
df32,0.173116089613035,0.15071283095723,0.195519348268839
df33,0.25152749490835,0.224032586558045,0.280014862453355
df34,0.14867617107943,0.128309572301426,0.171079429735234
df35,0.278004073319756,0.24745417515275,0.30445478098696
df36,0.185336048879837,0.160896130346232,0.208757637474542
df37,0.180244399185336,0.156848681334833,0.20465844697474
df38,0.162932790224033,0.141547861507128,0.185336048879837
df39,0.19959266802444,0.175152749490835,0.226043375691644
df40,0.171079429735234,0.14765784114053,0.196537678207739
df41,0.238289205702648,0.211812627291242,0.264739913369852
df42,0.196537678207739,0.171105300479435,0.221995926680244
df43,0.192464358452139,0.167006109979633,0.216878406241542
df44,0.210794297352342,0.185336048879837,0.236252545824847
df45,0.120162932790224,0.10183299389002,0.141547861507128
df46,0.231160896130346,0.206720977596741,0.257637474541752
df47,0.283095723014257,0.255600814663951,0.312627291242363
df48,0.218940936863544,0.191446028513238,0.244399185336049
df49,0.244399185336049,0.217922606924644,0.272912423625255
df50,0.120162932790224,0.0987780040733197,0.140529531568228
df51,0.118126272912424,0.0977596741344195,0.139511201629328
df52,0.282077393075356,0.255600814663951,0.309572301425662
df53,0.302443991853361,0.272938294369456,0.334012219959267
df54,0.262729124236253,0.234215885947047,0.290224032586558
df55,0.232179226069246,0.204710188463142,0.258655804480652
df56,0.202647657841141,0.176196950173936,0.227087576374745
df57,0.230142566191446,0.202673528585342,0.257637474541752
df58,0.231160896130346,0.203665987780041,0.258655804480652
