PRS,prop,low_ci,high_ci
df1,0.127538586515028,0.10968757519968,0.146222583265638
df2,0.126726238830219,0.108854589764419,0.145410235580829
df3,0.129163281884647,0.110479285134037,0.147847278635256
df4,0.182778229082047,0.160844841592201,0.204711616571893
df5,0.184402924451665,0.164094232331438,0.204711616571893
df6,0.13484971567831,0.115353371242892,0.15353371242892
df7,0.120227457351747,0.103168155970755,0.138890816351905
df8,0.160844841592201,0.139723801787165,0.181965881397238
df9,0.147847278635256,0.127538586515028,0.168155970755483
df10,0.112916328188465,0.0958570268074736,0.131600324939074
df11,0.172217709179529,0.151117307124944,0.194151096669375
df12,0.333874898456539,0.3079004102931,0.359870024370431
df13,0.275385865150284,0.251848420041272,0.302172700998533
df14,0.110479285134037,0.0934199837530463,0.128330296449386
df15,0.144597887896019,0.124289195775792,0.164906580016247
df16,0.167343623070674,0.146222583265638,0.18927701056052
df17,0.164094232331438,0.144597887896019,0.185215272136474
df18,0.158407798537774,0.138911454102356,0.179528838342811
df19,0.151096669374492,0.132412672623883,0.170593013809911
df20,0.13484971567831,0.115353371242892,0.15353371242892
df21,0.160844841592201,0.140536149471974,0.18034118602762
df22,0.186839967506093,0.166531275385865,0.209585702680747
df23,0.178716490658002,0.157595450852965,0.202274573517466
df24,0.183590576766856,0.162490174712271,0.205523964256702
df25,0.260763606823721,0.237205523964257,0.286758732737612
df26,0.254264825345248,0.229915032551426,0.27944760357433
df27,0.169780666125102,0.149471974004874,0.193318111234114
df28,0.133225020308692,0.112916328188465,0.151909017059301
df29,0.155158407798538,0.135662063363119,0.175467099918765
df30,0.182778229082047,0.159220146222583,0.203899268887084
df31,0.147847278635256,0.126726238830219,0.168135333005032
df32,0.190901705930138,0.168176608505935,0.214459788789602
df33,0.271324126726239,0.247786681617226,0.296506904955321
df34,0.154346060113729,0.133245658059143,0.174654752233956
df35,0.272136474411048,0.247766043866775,0.296506904955321
df36,0.205523964256702,0.18117417146288,0.227457351746548
df37,0.19821283509342,0.176279447603574,0.220937932517623
df38,0.191714053614947,0.170593013809911,0.215272136474411
df39,0.223395613322502,0.197400487408611,0.246953696181966
df40,0.199837530463038,0.177091795288383,0.222583265637693
df41,0.254264825345248,0.229082047116166,0.27944760357433
df42,0.217709179528838,0.194151096669375,0.242079610073111
df43,0.210398050365556,0.187652315190902,0.234747843159378
df44,0.23395613322502,0.210398050365556,0.257514216084484
df45,0.129163281884647,0.110479285134037,0.148659626320065
df46,0.273761169780666,0.251036072356463,0.299756295694557
df47,0.310316815597076,0.285967022803254,0.337936636880585
df48,0.260763606823721,0.236393176279448,0.285134037367993
df49,0.272136474411048,0.246953696181966,0.29731925264013
df50,0.138911454102356,0.121039805036556,0.157595450852965
df51,0.122664500406174,0.103188793721207,0.140536149471974
df52,0.294882209585703,0.27051177904143,0.321689683184403
df53,0.308692120227457,0.281092936694399,0.335499593826158
df54,0.267262388302193,0.242100247823563,0.291632818846466
df55,0.255889520714866,0.231539727921044,0.27944760357433
df56,0.214459788789602,0.191714053614947,0.237997233898615
df57,0.244516653127539,0.220958570268075,0.268887083671812
df58,0.255889520714866,0.230706742485784,0.279426965823879
