PRS,prop,low_ci,high_ci
df1,0.114649681528662,0.0828025477707006,0.155970047545205
df2,0.101910828025478,0.0700636942675159,0.133757961783439
df3,0.168789808917197,0.127388535031847,0.210191082802548
df4,0.162420382165605,0.121019108280255,0.203821656050955
df5,0.184713375796178,0.143312101910828,0.229299363057325
df6,0.146496815286624,0.10828025477707,0.184713375796178
df7,0.121019108280255,0.0859872611464968,0.159235668789809
df8,0.127388535031847,0.0923566878980892,0.165605095541401
df9,0.146496815286624,0.111464968152866,0.187898089171975
df10,0.127388535031847,0.0923566878980892,0.165605095541401
df11,0.143312101910828,0.105095541401274,0.178343949044586
df12,0.146496815286624,0.10828025477707,0.187898089171975
df13,0.273885350318471,0.22301084417454,0.321656050955414
df14,0.101910828025478,0.0668789808917197,0.136942675159236
df15,0.165605095541401,0.127388535031847,0.210110174933741
df16,0.140127388535032,0.101991735894285,0.178343949044586
df17,0.105095541401274,0.0732484076433121,0.143231194042021
df18,0.101910828025478,0.0700636942675159,0.136942675159236
df19,0.121019108280255,0.0859872611464968,0.156050955414013
df20,0.133757961783439,0.0923566878980892,0.171974522292994
df21,0.124203821656051,0.089171974522293,0.159235668789809
df22,0.121019108280255,0.0859872611464968,0.156050955414013
df23,0.117834394904459,0.0796178343949045,0.156050955414013
df24,0.159235668789809,0.121019108280255,0.200636942675159
df25,0.229299363057325,0.184713375796178,0.280173869201256
df26,0.203821656050955,0.162420382165605,0.248407643312102
df27,0.14968152866242,0.108361162645877,0.191082802547771
df28,0.121019108280255,0.0859872611464968,0.156050955414013
df29,0.146496815286624,0.10828025477707,0.187817181303167
df30,0.130573248407643,0.0923566878980892,0.168789808917197
df31,0.124203821656051,0.0859872611464968,0.159235668789809
df32,0.181528662420382,0.136942675159236,0.219745222929936
df33,0.286624203821656,0.235749697677725,0.337579617834395
df34,0.133757961783439,0.0955414012738854,0.171974522292994
df35,0.267515923566879,0.219745222929936,0.315286624203822
df36,0.162420382165605,0.121019108280255,0.200636942675159
df37,0.187898089171975,0.146496815286624,0.229299363057325
df38,0.178343949044586,0.133757961783439,0.219745222929936
df39,0.21656050955414,0.171974522292994,0.264331210191083
df40,0.136942675159236,0.0987261146496815,0.178343949044586
df41,0.232484076433121,0.184713375796178,0.280254777070064
df42,0.162420382165605,0.124203821656051,0.203821656050955
df43,0.191082802547771,0.14968152866242,0.23558788194011
df44,0.191082802547771,0.14968152866242,0.232484076433121
df45,0.159235668789809,0.121019108280255,0.200636942675159
df46,0.124203821656051,0.0923566878980892,0.162339474296798
df47,0.140127388535032,0.101910828025478,0.181447754551575
df48,0.111464968152866,0.0765140288879157,0.146496815286624
df49,0.121019108280255,0.0859872611464968,0.159235668789809
df50,0.101910828025478,0.0732484076433121,0.136942675159236
df51,0.117834394904459,0.0828025477707006,0.152866242038217
df52,0.308917197452229,0.264331210191083,0.356687898089172
df53,0.343949044585987,0.296178343949045,0.398089171974522
df54,0.245222929936306,0.197452229299363,0.296178343949045
df55,0.194267515923567,0.149762436531228,0.24203821656051
df56,0.162420382165605,0.124203821656051,0.203821656050955
df57,0.184713375796178,0.143312101910828,0.229299363057325
df58,0.207006369426752,0.162420382165605,0.251592356687898
